locus_tag	ftype	length_bp	gene	EC_number	COG	product
target_00319	gene	1074	mcd			
target_00319	CDS	1074	mcd	1.3.8.12	COG1960	(2S)-methylsuccinyl-CoA dehydrogenase
target_00320	gene	1014	mch			
target_00320	CDS	1014	mch	4.2.1.148	COG2030	Beta-methylmalyl-CoA dehydratase
target_00321	gene	909	aes_1			
target_00321	CDS	909	aes_1	3.1.1.-		Acetyl esterase
target_00322	gene	1329				
target_00322	CDS	1329				hypothetical protein
target_00323	gene	549				
target_00323	CDS	549				hypothetical protein
target_00324	gene	1212				
target_00324	CDS	1212				hypothetical protein
target_00325	gene	1410				
target_00325	CDS	1410		2.3.1.20		Putative diacyglycerol O-acyltransferase
target_00326	gene	789	caiD_1			
target_00326	CDS	789	caiD_1	4.2.1.149		Carnitinyl-CoA dehydratase
target_00327	gene	1464	geoB			
target_00327	CDS	1464	geoB	1.2.1.86		Geranial dehydrogenase
target_00328	gene	765				
target_00328	CDS	765		2.1.1.-		putative methyltransferase
target_00329	gene	1155	mshA_1			
target_00329	CDS	1155	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
target_00330	gene	1731				
target_00330	CDS	1731				hypothetical protein
target_00331	gene	1281	porA			
target_00331	CDS	1281	porA			Porin PorA
target_00332	gene	1299				
target_00332	CDS	1299				hypothetical protein
target_00333	gene	414				
target_00333	CDS	414		3.1.-.-	COG1487	Ribonuclease VapC51
target_00334	gene	195				
target_00334	CDS	195				Putative antitoxin VapB51
target_00335	gene	981	php			
target_00335	CDS	981	php		COG1735	Phosphotriesterase homology protein
target_00336	gene	1707				
target_00336	CDS	1707				hypothetical protein
target_00337	gene	690				
target_00337	CDS	690				hypothetical protein
target_00338	gene	945	nrdB			
target_00338	CDS	945	nrdB	1.-.-.-	COG0208	R2-like ligand binding oxidase
target_00339	gene	1374	gabD1			
target_00339	CDS	1374	gabD1	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)] 1
target_00340	gene	1449				
target_00340	CDS	1449				hypothetical protein
target_00341	gene	4203	aftD			
target_00341	CDS	4203	aftD	2.4.2.47		Alpha-(1->3)-arabinofuranosyltransferase
target_00342	gene	174				
target_00342	CDS	174				Putative secreted protein.1
target_00343	gene	1167	lpqI			
target_00343	CDS	1167	lpqI	3.2.1.52	COG1472	Beta-hexosaminidase LpqI
target_00344	gene	567				
target_00344	CDS	567				hypothetical protein
target_00345	gene	234				
target_00345	CDS	234				hypothetical protein
target_00346	gene	438				
target_00346	CDS	438		3.1.-.-	COG1848	Ribonuclease VapC24
target_00347	gene	843				
target_00347	CDS	843				hypothetical protein
target_00348	gene	1365	hcaB_1			
target_00348	CDS	1365	hcaB_1	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
target_00349	gene	1323	fadI			
target_00349	CDS	1323	fadI	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase FadI
target_00350	gene	1836				
target_00350	CDS	1836		1.3.8.1	COG1960	Butyryl-CoA dehydrogenase
target_00351	gene	489				
target_00351	CDS	489		1.5.1.37		Flavin reductase
target_00352	gene	1311				
target_00352	CDS	1311				hypothetical protein
target_00353	gene	747	frdB_1			
target_00353	CDS	747	frdB_1	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
target_00354	gene	1941	sdhA_1			
target_00354	CDS	1941	sdhA_1	1.3.5.1	COG1053	Succinate dehydrogenase flavoprotein subunit
target_00355	gene	822				
target_00355	CDS	822				hypothetical protein
target_00356	gene	294				
target_00356	CDS	294				putative protein
target_00357	gene	480				
target_00357	CDS	480				hypothetical protein
target_00358	gene	2511	nasD			
target_00358	CDS	2511	nasD	1.7.1.4	COG1251	Nitrite reductase [NAD(P)H]
target_00359	gene	357	nirD			
target_00359	CDS	357	nirD	1.7.1.15	COG2146	Nitrite reductase (NADH) small subunit
target_00360	gene	525	cobU			
target_00360	CDS	525	cobU	2.7.1.156	COG2087	Bifunctional adenosylcobalamin biosynthesis protein CobU
target_00361	gene	1485	cobQ			
target_00361	CDS	1485	cobQ		COG1492	Cobyric acid synthase
target_00362	gene	1671	PPE2			
target_00362	CDS	1671	PPE2		COG5651	putative PPE family protein PPE2
target_00363	gene	456				
target_00363	CDS	456				hypothetical protein
target_00364	gene	744				
target_00364	CDS	744				hypothetical protein
target_00365	gene	1146				
target_00365	CDS	1146				hypothetical protein
target_00366	gene	1410	narK_1			
target_00366	CDS	1410	narK_1		COG2223	Nitrate/nitrite transporter NarK
target_00367	gene	546	aac			
target_00367	CDS	546	aac	2.3.1.-		Aminoglycoside 2'-N-acetyltransferase
target_00368	gene	903	pxpC			
target_00368	CDS	903	pxpC	3.5.2.9	COG1984	5-oxoprolinase subunit C
target_00369	gene	654	pxpB			
target_00369	CDS	654	pxpB	3.5.2.9	COG2049	5-oxoprolinase subunit B
target_00370	gene	993				
target_00370	CDS	993				hypothetical protein
target_00371	gene	3630				
target_00371	CDS	3630				hypothetical protein
target_00372	gene	1392	narK_2			
target_00372	CDS	1392	narK_2		COG2223	Nitrate/nitrite transporter NarK
target_00373	gene	258				
target_00373	CDS	258				hypothetical protein
target_00374	gene	1194				
target_00374	CDS	1194				hypothetical protein
target_00375	gene	1683	lcfB_1			
target_00375	CDS	1683	lcfB_1	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
target_00376	gene	2196				
target_00376	CDS	2196		1.3.99.-		Acyl-CoA dehydrogenase FadE34
target_00377	gene	1134				
target_00377	CDS	1134				hypothetical protein
target_00378	gene	621				
target_00378	CDS	621				hypothetical protein
target_00379	gene	582				
target_00379	CDS	582				hypothetical protein
target_00380	gene	735				
target_00380	CDS	735				hypothetical protein
target_00381	gene	921				
target_00381	CDS	921			COG3662	putative protein
target_00382	gene	429				
target_00382	CDS	429		3.1.-.-		Ribonuclease VapC25
target_00383	gene	2799				
target_00383	CDS	2799				hypothetical protein
target_00384	gene	2514				
target_00384	CDS	2514				hypothetical protein
target_00385	gene	261				
target_00385	CDS	261				hypothetical protein
target_00386	gene	1611	PPE3			
target_00386	CDS	1611	PPE3		COG5651	putative PPE family protein PPE3
target_00387	gene	909				
target_00387	CDS	909		2.1.1.-	COG3315	Putative S-adenosyl-L-methionine-dependent methyltransferase
target_00388	gene	1896	eccA3			
target_00388	CDS	1896	eccA3		COG0464	ESX-3 secretion system protein EccA3
target_00389	gene	1617	eccB3_1			
target_00389	CDS	1617	eccB3_1	3.6.-.-		ESX-3 secretion system ATPase EccB3
target_00390	gene	3993	eccC3			
target_00390	CDS	3993	eccC3		COG1674	ESX-3 secretion system protein EccC3
target_00391	gene	309	PE5_1			
target_00391	CDS	309	PE5_1			PE family immunomodulator PE5
target_00392	gene	1542	PPE4_1			
target_00392	CDS	1542	PPE4_1		COG5651	PPE family protein PPE4
target_00393	gene	294	esxG			
target_00393	CDS	294	esxG			ESAT-6-like protein EsxG
target_00394	gene	291	esxH			
target_00394	CDS	291	esxH		COG4842	ESAT-6-like protein EsxH
target_00395	gene	888	espG3			
target_00395	CDS	888	espG3			ESX-3 secretion-associated protein EspG3
target_00396	gene	1419	eccD3			
target_00396	CDS	1419	eccD3			ESX-3 secretion system protein EccD3
target_00397	gene	1386	mycP3			
target_00397	CDS	1386	mycP3	3.4.21.-	COG1404	Mycosin-3
target_00398	gene	996	eccE3			
target_00398	CDS	996	eccE3			ESX-3 secretion system protein EccE3
target_00399	gene	1212				
target_00399	CDS	1212				hypothetical protein
target_00400	gene	786	tam			
target_00400	CDS	786	tam	2.1.1.144	COG4106	putative trans-aconitate 2-methyltransferase
target_00401	gene	804	stf0			
target_00401	CDS	804	stf0	2.8.2.37	COG4424	Trehalose 2-sulfotransferase
target_00402	gene	1398				
target_00402	CDS	1398		3.1.6.-		Ulvan-active sulfatase
target_00403	gene	1776	PE_PGRS5			
target_00403	CDS	1776	PE_PGRS5			PE-PGRS family protein PE_PGRS5
target_00404	gene	228				
target_00404	CDS	228				Antitoxin
target_00405	gene	303				
target_00405	CDS	303				Toxin
target_00406	gene	222	vapB2			
target_00406	CDS	222	vapB2			Antitoxin VapB2
target_00407	gene	426	vapC2			
target_00407	CDS	426	vapC2	3.1.-.-	COG1487	Ribonuclease VapC2
target_00408	gene	633				
target_00408	CDS	633				hypothetical protein
target_00409	gene	909				
target_00409	CDS	909				hypothetical protein
target_00410	gene	9561				
target_00410	CDS	9561				hypothetical protein
target_00411	gene	672	bluB			
target_00411	CDS	672	bluB	1.13.11.79	COG0778	5,6-dimethylbenzimidazole synthase
target_00412	gene	483				
target_00412	CDS	483				hypothetical protein
target_00413	gene	717				
target_00413	CDS	717				hypothetical protein
target_00414	gene	657				
target_00414	CDS	657				hypothetical protein
target_00415	gene	492	baiE			
target_00415	CDS	492	baiE	4.2.1.106		Bile acid 7-alpha dehydratase
target_00416	gene	1230				
target_00416	CDS	1230				hypothetical protein
target_00417	gene	1863	dnaK_1			
target_00417	CDS	1863	dnaK_1			Chaperone protein DnaK
target_00418	gene	387				
target_00418	CDS	387				putative protein
target_00419	gene	663				
target_00419	CDS	663				hypothetical protein
target_00420	gene	855				
target_00420	CDS	855				hypothetical protein
target_00421	gene	615				
target_00421	CDS	615				hypothetical protein
target_00422	gene	738	ugpQ			
target_00422	CDS	738	ugpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, cytoplasmic
target_00423	gene	73				
target_00423	tRNA	73				tRNA-Gly(ccc)
target_00424	gene	777				
target_00424	CDS	777				hypothetical protein
target_00425	gene	669	pcp			
target_00425	CDS	669	pcp	3.4.19.3	COG2039	Pyrrolidone-carboxylate peptidase
target_00426	gene	663				
target_00426	CDS	663				hypothetical protein
target_00427	gene	573	dcd			
target_00427	CDS	573	dcd	3.5.4.30	COG0717	dCTP deaminase, dUMP-forming
target_00428	gene	1332	rkpK			
target_00428	CDS	1332	rkpK	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
target_00429	gene	672	mshB_1			
target_00429	CDS	672	mshB_1	3.5.1.103		1D-myo-inositol 2-acetamido-2-deoxy-alpha-D-glucopyranoside deacetylase
target_00430	gene	681				
target_00430	CDS	681				hypothetical protein
target_00431	gene	225				
target_00431	CDS	225				hypothetical protein
target_00432	gene	456				
target_00432	CDS	456				hypothetical protein
target_00433	gene	1350				
target_00433	CDS	1350		1.14.-.-	COG2124	Putative cytochrome P450 135A1
target_00434	gene	603	betI_1			
target_00434	CDS	603	betI_1			HTH-type transcriptional regulator BetI
target_00435	gene	627				
target_00435	CDS	627				hypothetical protein
target_00436	gene	741				
target_00436	CDS	741				hypothetical protein
target_00437	gene	1167				
target_00437	CDS	1167				hypothetical protein
target_00438	gene	786				
target_00438	CDS	786				hypothetical protein
target_00439	gene	435				
target_00439	CDS	435				hypothetical protein
target_00440	gene	867	rmlA			
target_00440	CDS	867	rmlA	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase
target_00441	gene	612				
target_00441	CDS	612				hypothetical protein
target_00442	gene	1290	aspC_1			
target_00442	CDS	1290	aspC_1	2.6.1.1	COG0436	putative aspartate aminotransferase
target_00443	gene	2649				
target_00443	CDS	2649				hypothetical protein
target_00444	gene	2451				
target_00444	CDS	2451				hypothetical protein
target_00445	gene	540				
target_00445	CDS	540				hypothetical protein
target_00446	gene	1440	iniB			
target_00446	CDS	1440	iniB			Isoniazid-induced protein IniB
target_00447	gene	1923	iniA			
target_00447	CDS	1923	iniA		COG0699	Isoniazid-induced protein IniA
target_00448	gene	1482	iniC			
target_00448	CDS	1482	iniC		COG0699	Isoniazid-induced protein IniC
target_00449	gene	561				
target_00449	CDS	561				hypothetical protein
target_00450	gene	417				
target_00450	CDS	417				hypothetical protein
target_00451	gene	1464	ansP2			
target_00451	CDS	1464	ansP2		COG1113	L-asparagine permease 2
target_00452	gene	813				
target_00452	CDS	813				hypothetical protein
target_00453	gene	654				
target_00453	CDS	654				hypothetical protein
target_00454	gene	660				
target_00454	CDS	660				hypothetical protein
target_00455	gene	1878	dnaK_2			
target_00455	CDS	1878	dnaK_2		COG0443	Chaperone protein DnaK
target_00456	gene	708	grpE			
target_00456	CDS	708	grpE		COG0576	Protein GrpE
target_00457	gene	1188	dnaJ1			
target_00457	CDS	1188	dnaJ1		COG0484	Chaperone protein DnaJ 1
target_00458	gene	381	hspR			
target_00458	CDS	381	hspR		COG0789	Putative heat shock protein HspR
target_00459	gene	552				
target_00459	CDS	552				hypothetical protein
target_00460	gene	501				
target_00460	CDS	501				PPE family protein PPE34
target_00461	gene	174				
target_00461	CDS	174				hypothetical protein
target_00462	gene	153				
target_00462	CDS	153				hypothetical protein
target_00463	gene	453				
target_00463	CDS	453				hypothetical protein
target_00464	gene	573				
target_00464	CDS	573				hypothetical protein
target_00465	gene	312				
target_00465	CDS	312				hypothetical protein
target_00466	gene	432				
target_00466	CDS	432				hypothetical protein
target_00467	gene	243				
target_00467	CDS	243				hypothetical protein
target_00468	gene	513				
target_00468	CDS	513				hypothetical protein
target_00469	gene	360				
target_00469	CDS	360				hypothetical protein
target_00470	gene	315				
target_00470	CDS	315				hypothetical protein
target_00471	gene	372				
target_00471	CDS	372				hypothetical protein
target_00472	gene	315				
target_00472	CDS	315				hypothetical protein
target_00473	gene	603				
target_00473	CDS	603				hypothetical protein
target_00474	gene	225				
target_00474	CDS	225				hypothetical protein
target_00475	gene	300				
target_00475	CDS	300				hypothetical protein
target_00476	gene	474				
target_00476	CDS	474				hypothetical protein
target_00477	gene	420				
target_00477	CDS	420				hypothetical protein
target_00478	gene	195				
target_00478	CDS	195				hypothetical protein
target_00479	gene	645				
target_00479	CDS	645				hypothetical protein
target_00480	gene	1299	purA			
target_00480	CDS	1299	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
target_00481	gene	648				
target_00481	CDS	648				hypothetical protein
target_00482	gene	780	rip2			
target_00482	CDS	780	rip2		COG1994	Putative zinc metalloprotease Rip2
target_00483	gene	405				
target_00483	CDS	405				hypothetical protein
target_00484	gene	828				
target_00484	CDS	828				hypothetical protein
target_00485	gene	1383				
target_00485	CDS	1383			COG2239	Magnesium transporter MgtE
target_00486	gene	1035	fba			
target_00486	CDS	1035	fba	4.1.2.13	COG0191	Fructose-bisphosphate aldolase
target_00487	gene	684				
target_00487	CDS	684			COG0586	putative membrane protein
target_00488	gene	1131				
target_00488	CDS	1131				hypothetical protein
target_00489	gene	594				
target_00489	CDS	594				hypothetical protein
target_00490	gene	390				
target_00490	CDS	390				hypothetical protein
target_00491	gene	1221				
target_00491	CDS	1221				hypothetical protein
target_00492	gene	603				
target_00492	CDS	603				hypothetical protein
target_00493	gene	897				
target_00493	CDS	897				hypothetical protein
target_00494	gene	594	pucB			
target_00494	CDS	594	pucB		COG2068	Purine catabolism protein PucB
target_00495	gene	756				
target_00495	CDS	756				hypothetical protein
target_00496	gene	2400	cutL			
target_00496	CDS	2400	cutL	1.2.5.3		Carbon monoxide dehydrogenase large chain
target_00497	gene	480	coxS			
target_00497	CDS	480	coxS	1.2.5.3		Carbon monoxide dehydrogenase small chain
target_00498	gene	903	cutM			
target_00498	CDS	903	cutM	1.2.5.3		Carbon monoxide dehydrogenase medium chain
target_00499	gene	1143	pucA			
target_00499	CDS	1143	pucA	1.17.1.4	COG1975	putative xanthine dehydrogenase subunit A
target_00500	gene	966				
target_00500	CDS	966			COG0583	putative HTH-type transcriptional regulator
target_00501	gene	225				
target_00501	CDS	225				hypothetical protein
target_00502	gene	201	secE2			
target_00502	CDS	201	secE2		COG3360	Calcium dodecin
target_00503	gene	651	trmH			
target_00503	CDS	651	trmH	2.1.1.34		tRNA (guanosine(18)-2'-O)-methyltransferase
target_00504	gene	909				
target_00504	CDS	909				hypothetical protein
target_00505	gene	540	pyrE_1			
target_00505	CDS	540	pyrE_1	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
target_00506	gene	855				
target_00506	CDS	855				hypothetical protein
target_00507	gene	2547	clpB			
target_00507	CDS	2547	clpB		COG0542	Chaperone protein ClpB
target_00508	gene	1278	hmp_1			
target_00508	CDS	1278	hmp_1	1.14.12.17		Flavohemoprotein
target_00509	gene	3258				
target_00509	CDS	3258			COG2771	Putative HTH-type transcriptional regulator
target_00510	gene	1332				
target_00510	CDS	1332				putative PPE family protein PPE32
target_00511	gene	1260	purT			
target_00511	CDS	1260	purT	2.1.2.-	COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase
target_00512	gene	381				
target_00512	CDS	381				hypothetical protein
target_00513	gene	1221	metZ			
target_00513	CDS	1221	metZ	2.5.1.-	COG0626	O-succinylhomoserine sulfhydrylase
target_00514	gene	1413	norW			
target_00514	CDS	1413	norW	1.18.1.-		Nitric oxide reductase FlRd-NAD(+) reductase
target_00515	gene	192				
target_00515	CDS	192				hypothetical protein
target_00516	gene	720				
target_00516	CDS	720				hypothetical protein
target_00517	gene	405				
target_00517	CDS	405				hypothetical protein
target_00518	gene	417				
target_00518	CDS	417				hypothetical protein
target_00519	gene	642				
